schedule_season,team,regular_season_mean_score,playoff_mean_score,regular_season_z_score,playoff_z_score
1982,Miami Dolphins,22.0,23.25,0.3753726726136543,0.4103738492747564
1982,Minnesota Vikings,20.78,18.5,0.12662911303106614,-0.26150061313113493
1982,New England Patriots,15.89,13.0,-0.8703840069352105,-1.0394605169695355
1982,New Orleans Saints,14.33,,-1.188449542139176,
1982,New York Giants,18.22,,-0.39532458576518537,
1982,New York Jets,27.22,20.33,1.4396688865653848,-0.0026521360358128295
1982,Philadelphia Eagles,21.22,,0.21633990501167133,
1982,Pittsburgh Steelers,22.67,28.0,0.511977742220486,1.0822483116806478
1982,San Francisco 49ers,23.22,,0.6241162321962425,
1982,Seattle Seahawks,14.11,,-1.233304938129479,
1982,Tampa Bay Buccaneers,17.56,17.0,-0.5298907737360938,-0.47367149599615327
1982,Tennessee Titans,15.11,,-1.0294167745371934,
1982,Washington Commanders,21.11,27.5,0.19391220701652004,1.011524684058975
1983,Arizona Cardinals,23.38,,0.34164809101676163,
1983,Atlanta Falcons,23.12,,0.28441849822794407,
1983,Buffalo Bills,17.69,,-0.9107995357846773,
1983,Chicago Bears,19.44,,-0.5256003535522487,
1983,Cincinnati Bengals,21.62,,-0.0457522293998519,
1983,Cleveland Browns,22.25,,0.0929194762038222,
1983,Dallas Cowboys,29.94,17.0,1.785594739842323,-0.3870427089535372
1983,Denver Broncos,18.88,7.0,-0.6488640918666263,-1.5842054338330225
1983,Detroit Lions,21.69,23.0,-0.03034426211055469,0.33125492597415396
1983,Green Bay Packers,26.81,,1.0966384881923217,
1983,Indianapolis Colts,16.5,,-1.172734979702729,
1983,Kansas City Chiefs,24.12,,0.5045323166464747,
1983,Las Vegas Raiders,27.62,35.33,1.2749306811113321,1.807356565750559
1983,Los Angeles Chargers,22.38,,0.12153427259823096,
1983,Los Angeles Rams,22.56,15.5,0.16115475991356643,-0.56661711768546
1983,Miami Dolphins,24.31,20.0,0.5463539421459951,-0.027893891489691645
1983,Minnesota Vikings,19.75,,-0.4573650698425044,
1983,New England Patriots,17.12,,-1.0362644122832398,
1983,New Orleans Saints,19.94,,-0.41554344434298335,
1983,New York Giants,16.69,,-1.130913354203208,
1983,New York Jets,19.56,,-0.49918669534202553,
1983,Philadelphia Eagles,14.56,,-1.5997557874346784,
1983,Pittsburgh Steelers,22.19,10.0,0.07971264709871063,-1.225056616369177
1983,San Francisco 49ers,27.0,22.5,1.1384601136918429,0.27139678973017967
1983,Seattle Seahawks,25.19,24.0,0.7400541023543026,0.45097119846210243
1983,Tampa Bay Buccaneers,15.06,,-1.489698878225413,
1983,Tennessee Titans,18.0,,-0.8425642520749331,
1983,Washington Commanders,33.81,28.0,2.637435217122037,0.9298362884138965
1984,Arizona Cardinals,26.44,,1.1874701229072904,
1984,Atlanta Falcons,17.56,,-0.8283185803061235,
1984,Buffalo Bills,15.62,,-1.268704851053198,
1984,Chicago Bears,20.31,11.5,-0.2040596913605282,-0.768204154508951
1984,Cincinnati Bengals,21.19,,-0.004296846897937108,
1984,Cleveland Browns,15.62,,-1.268704851053198,
1984,Dallas Cowboys,19.25,,-0.4446831176450119,
1984,Denver Broncos,22.06,17.0,0.1931959652412143,-0.07556106437792977
1984,Detroit Lions,17.69,,-0.7988081601014221,
1984,Green Bay Packers,24.38,,0.719843464278953,
1984,Indianapolis Colts,14.94,,-1.4230670490470179,
1984,Kansas City Chiefs,19.62,,-0.36069192167778613,
1984,Las Vegas Raiders,23.0,7.0,0.4065790036444363,-1.3349121373434227
1984,Los Angeles Chargers,24.62,,0.774324240041478,
1984,Los Angeles Rams,21.62,13.0,0.09331454300991955,-0.579301493564127
1984,Miami Dolphins,32.06,30.67,2.4632282886797436,1.6459718523658995
1984,Minnesota Vikings,17.25,,-0.8986895823327176,
1984,New England Patriots,22.62,,0.32031777535377237,
1984,New Orleans Saints,18.62,,-0.587695154021639,
1984,New York Giants,18.69,13.0,-0.5718049277575692,-0.579301493564127
1984,New York Jets,20.75,,-0.10417826912923266,
1984,Philadelphia Eagles,17.38,,-0.8691791621280169,
1984,Pittsburgh Steelers,24.19,26.0,0.6767128501336215,1.057854901291014
1984,San Francisco 49ers,29.69,27.33,1.9252306280248122,1.2253485939954243
1984,Seattle Seahawks,26.12,11.5,1.1148290885572574,-0.768204154508951
1984,Tampa Bay Buccaneers,20.94,,-0.06104765498390032,
1984,Tennessee Titans,15.0,,-1.4094468551063866,
1984,Washington Commanders,26.62,19.0,1.2283307047291838,0.17630915021516885
1985,Arizona Cardinals,17.38,,-1.0581409707400002,
1985,Atlanta Falcons,17.62,,-0.9969314732503484,
1985,Buffalo Bills,12.5,,-2.302734086362912,
1985,Chicago Bears,28.5,30.33,1.7778990796138487,1.61162165420542
1985,Cincinnati Bengals,27.56,,1.5381618811127136,
1985,Cleveland Browns,17.94,21.0,-0.915318809930813,0.6350398503646351
1985,Dallas Cowboys,22.31,0.0,0.19920412352658903,-1.5630542418815052
1985,Denver Broncos,23.75,,0.5664611084644978,
1985,Detroit Lions,19.19,,-0.5965193438388786,
1985,Green Bay Packers,21.06,,-0.11959534256534539,
1985,Indianapolis Colts,20.0,,-0.3899372898113055,
1985,Kansas City Chiefs,19.81,,-0.4383948086572798,
1985,Las Vegas Raiders,22.12,20.0,0.1507466046806156,0.5303687031148189
1985,Los Angeles Chargers,29.19,,1.9538763848965968,
1985,Los Angeles Rams,21.25,10.0,-0.07113782371937102,-0.5163427693833431
1985,Miami Dolphins,26.75,19.0,1.3315798270851404,0.4256975558650027
1985,Minnesota Vikings,21.62,,0.023226818243841818,
1985,New England Patriots,22.62,23.5,0.2782663911173894,0.8967177184891756
1985,New Orleans Saints,18.38,,-0.8031013978664527,
1985,New York Giants,24.94,8.5,0.8699582001840197,-0.6733494902580675
1985,New York Jets,24.56,14.0,0.7730431624920711,-0.09765818038407831
1985,Philadelphia Eagles,17.88,,-0.9306211843032265,
1985,Pittsburgh Steelers,23.69,,0.5511587340920853,
1985,San Francisco 49ers,25.69,3.0,1.0612378798391804,-1.2490408001320565
1985,Seattle Seahawks,21.81,,0.07168433708981527,
1985,Tampa Bay Buccaneers,18.38,,-0.8031013978664527,
1985,Tennessee Titans,17.75,,-0.9637763287767874,
1985,Washington Commanders,18.56,,-0.7571942747492143,
1986,Arizona Cardinals,13.62,,-1.8326184197792796,
1986,Atlanta Falcons,17.5,,-0.8022092223627549,
1986,Buffalo Bills,17.94,,-0.6853586948206745,
1986,Chicago Bears,22.0,13.0,0.3928529911357915,-0.49051718852358045
1986,Cincinnati Bengals,25.56,,1.33827998670353,
1986,Cleveland Browns,24.44,21.5,1.0408422802327815,0.41587326853086143
1986,Dallas Cowboys,21.62,,0.29193662644035895,
1986,Denver Broncos,23.62,21.67,0.8230753879952685,0.43400107767195045
1986,Detroit Lions,17.31,,-0.8526674047104716,
1986,Green Bay Packers,15.88,,-1.2324316192222313,
1986,Indianapolis Colts,14.31,,-1.6493755470428355,
1986,Kansas City Chiefs,22.38,15.0,0.493769355831224,-0.2772488456872412
1986,Las Vegas Raiders,20.19,,-0.08782758807140129,
1986,Los Angeles Chargers,20.94,,0.11134944751168978,
1986,Los Angeles Rams,19.31,7.0,-0.3215286431555622,-1.1303222170325984
1986,Miami Dolphins,26.88,,1.6888315693297704,
1986,Minnesota Vikings,24.88,,1.157692807774861,
1986,New England Patriots,25.75,17.0,1.3887381690512468,-0.06398050285090193
1986,New Orleans Saints,18.0,,-0.6694245319740275,
1986,New York Giants,23.19,35.0,0.708880554260963,1.8554345826761516
1986,New York Jets,22.75,27.5,0.5920300267188825,1.0556782970398793
1986,Philadelphia Eagles,16.0,,-1.200563293528937,
1986,Pittsburgh Steelers,19.19,,-0.353396968848856,
1986,San Francisco 49ers,23.38,3.0,0.7593387366086788,-1.5568589027052768
1986,Seattle Seahawks,22.88,,0.6265540462199514,
1986,Tampa Bay Buccaneers,14.94,,-1.4820668371530392,
1986,Tennessee Titans,17.12,,-0.9031255870581875,
1986,Washington Commanders,23.0,15.33,0.6584223719132463,-0.24205956911924523
1987,Arizona Cardinals,24.08,,0.5295146532532925,
1987,Atlanta Falcons,12.67,,-2.3887075551538497,
1987,Buffalo Bills,20.92,,-0.27868711524509143,
1987,Chicago Bears,23.08,17.0,0.2737545999310188,-0.7794639751904846
1987,Cincinnati Bengals,21.58,,-0.10988548005239168,
1987,Cleveland Browns,27.17,35.5,1.319813218019119,1.7067573249860608
1987,Dallas Cowboys,21.17,,-0.214747101914523,
1987,Denver Broncos,26.08,27.33,1.0410347598978398,0.608788242691878
1987,Detroit Lions,17.42,,-1.1738473018730493,
1987,Green Bay Packers,16.67,,-1.3656673418647545,
1987,Indianapolis Colts,20.0,21.0,-0.5139863643015836,-0.24190261299015045
1987,Kansas City Chiefs,19.92,,-0.5344471685673651,
1987,Las Vegas Raiders,19.58,,-0.621405586696939,
1987,Los Angeles Chargers,16.92,,-1.3017273285341862,
1987,Los Angeles Rams,21.33,,-0.1738254933829601,
1987,Miami Dolphins,22.42,,0.10495296473831908,
1987,Minnesota Vikings,25.25,30.0,0.8287539156403532,0.9676104519606014
1987,New England Patriots,22.92,,0.2328329913994559,
1987,New Orleans Saints,28.92,10.0,1.767393311333098,-1.7201963590410694
1987,New York Giants,20.33,,-0.4295855467052338,
1987,New York Jets,22.75,,0.18935378233466896,
1987,Philadelphia Eagles,25.17,,0.8082931113745717,
1987,Pittsburgh Steelers,17.92,,-1.0459672752119125,
1987,San Francisco 49ers,29.92,24.0,2.023153364655372,0.16126840866010014
1987,Seattle Seahawks,25.0,20.0,0.7648139023097847,-0.376292953540234
1987,Tampa Bay Buccaneers,18.5,,-0.8976264442849942,
1987,Tennessee Titans,23.58,16.5,0.40163462659215565,-0.8466591454655263
1987,Washington Commanders,25.0,26.67,0.7648139023097847,0.5200906179288234
1988,Arizona Cardinals,21.5,,0.32491695261957276,
1988,Atlanta Falcons,15.25,,-1.308535121739097,
1988,Buffalo Bills,20.56,13.5,0.07924576063602846,-0.7296704759786075
1988,Chicago Bears,19.5,11.5,-0.1977877111752016,-1.122388708475167
1988,Cincinnati Bengals,28.0,19.33,2.023707109952589,0.4151031717488627
1988,Cleveland Browns,19.0,23.0,-0.3284638771238952,1.1357411283800494
1988,Dallas Cowboys,16.56,,-0.9661635669535202,
1988,Denver Broncos,20.44,,0.04788348080834268,
1988,Detroit Lions,13.75,,-1.7005636195851779,
1988,Green Bay Packers,15.0,,-1.3738732047134439,
1988,Indianapolis Colts,22.12,,0.48695539839595303,
1988,Kansas City Chiefs,15.88,,-1.143883152643743,
1988,Las Vegas Raiders,20.31,,0.013907677661681678,
1988,Los Angeles Chargers,14.44,,-1.5202305105759808,
1988,Los Angeles Rams,25.44,17.0,1.3546451402952786,-0.042413569109628624
1988,Miami Dolphins,19.94,,-0.0827926851403509,
1988,Minnesota Vikings,25.38,18.5,1.3389640003814347,0.2521251052627909
1988,New England Patriots,15.62,,-1.211834758937064,
1988,New Orleans Saints,19.5,,-0.1977877111752016,
1988,New York Giants,22.44,,0.570588144603117,
1988,New York Jets,23.25,,0.7822835334400003,
1988,Philadelphia Eagles,23.69,12.0,0.897278559474851,-1.024209150351027
1988,Pittsburgh Steelers,21.0,,0.19424078667087916,
1988,San Francisco 49ers,23.06,27.33,0.7326265903794964,1.9859761017351
1988,Seattle Seahawks,21.19,13.0,0.24389772973138305,-0.8278500341027474
1988,Tampa Bay Buccaneers,16.31,,-1.031501649927867,
1988,Tennessee Titans,26.5,17.0,1.6316786121065086,-0.042413569109628624
1988,Washington Commanders,21.56,,0.34059809253341566,
1989,Arizona Cardinals,16.12,,-1.2200745391259544,
1989,Atlanta Falcons,17.44,,-0.8610748180361105,
1989,Buffalo Bills,25.56,30.0,1.3473174056377764,0.7982479615981837
1989,Chicago Bears,22.38,,0.48245444119406183,
1989,Cincinnati Bengals,25.25,,1.2630068650787982,
1989,Cleveland Browns,20.88,27.5,0.07450021268287574,0.5548796806231276
1989,Dallas Cowboys,12.75,,-2.136611705847753,
1989,Denver Broncos,22.62,23.67,0.5477271177558521,0.18203947416934202
1989,Detroit Lions,19.5,,-0.30081767754741523,
1989,Green Bay Packers,22.62,,0.5477271177558521,
1989,Indianapolis Colts,18.62,,-0.5401508249406441,
1989,Kansas City Chiefs,19.88,,-0.19746927299124833,
1989,Las Vegas Raiders,19.69,,-0.2491434752693313,
1989,Los Angeles Chargers,16.62,,-1.0840897962888922,
1989,Los Angeles Rams,26.62,14.33,1.6356050604523484,-0.7271844235534675
1989,Miami Dolphins,20.69,,0.022826010404792776,
1989,Minnesota Vikings,21.94,13.0,0.3627878674974479,-0.8566563490321973
1989,New England Patriots,18.56,,-0.5564689940810922,
1989,New Orleans Saints,24.12,,0.9556813462670383,
1989,New York Giants,21.75,13.0,0.31111366521936396,-0.8566563490321973
1989,New York Jets,15.81,,-1.304385079684933,
1989,Philadelphia Eagles,21.38,7.0,0.21048495551993776,-1.4407402233723317
1989,Pittsburgh Steelers,16.56,24.5,-1.1004079654293404,0.26283774345306044
1989,San Francisco 49ers,27.62,42.0,1.9075745461264726,1.9664157102784527
1989,Seattle Seahawks,15.06,,-1.508362193940526,
1989,Tampa Bay Buccaneers,20.0,,-0.16483293471035318,
1989,Tennessee Titans,22.81,23.0,0.5994013200339351,0.11681677486802683
1989,Washington Commanders,24.12,,0.9556813462670383,
1990,Arizona Cardinals,16.75,,-0.9489202542660062,
1990,Atlanta Falcons,21.75,,0.4580786400068276,
1990,Buffalo Bills,26.75,38.0,1.8650775342796615,2.1957351562288414
1990,Chicago Bears,21.75,9.5,0.4580786400068276,-0.8506803546444394
1990,Cincinnati Bengals,22.5,25.5,0.6691284741477527,0.8595880023370516
1990,Cleveland Browns,14.25,,-1.6524197014024231,
1990,Dallas Cowboys,15.25,,-1.3710199225478563,
1990,Denver Broncos,20.69,,0.1597948744209872,
1990,Detroit Lions,23.31,,0.8970622950199514,
1990,Green Bay Packers,16.94,,-0.8954542962836382,
1990,Indianapolis Colts,17.56,,-0.7209864333938075,
1990,Kansas City Chiefs,23.06,16.0,0.8267123503063097,-0.15588383462070868
1990,Las Vegas Raiders,21.06,11.5,0.26391279259717615,-0.636896810021753
1990,Los Angeles Chargers,19.69,,-0.12160490443357957,
1990,Los Angeles Rams,21.56,,0.40461268202445955,
1990,Miami Dolphins,21.0,25.5,0.24702880586590253,0.8595880023370516
1990,Minnesota Vikings,21.94,,0.5115445979891956,
1990,New England Patriots,11.31,,-2.4797350512348495,
1990,New Orleans Saints,17.12,6.0,-0.8448023360898163,-1.2248015577341405
1990,New York Giants,20.94,22.0,0.23014481913462886,0.4854667992473504
1990,New York Jets,18.44,,-0.473354628001788,
1990,Philadelphia Eagles,24.75,6.0,1.302277976570528,-1.2248015577341405
1990,Pittsburgh Steelers,18.25,,-0.526820585984156,
1990,San Francisco 49ers,22.06,20.5,0.545312571451743,0.32512914078033567
1990,Seattle Seahawks,19.12,,-0.2820027783806827,
1990,Tampa Bay Buccaneers,16.5,,-1.019270198979648,
1990,Tennessee Titans,25.31,14.0,1.459861852729085,-0.36966737924339504
1990,Washington Commanders,23.81,15.0,1.0377621844472347,-0.2627756069320519
1991,Arizona Cardinals,12.25,,-1.455591171192912,
1991,Atlanta Falcons,22.56,17.0,0.7725230411193512,-0.04542334338276347
1991,Buffalo Bills,28.62,23.67,2.082161462711235,0.8264434202518619
1991,Chicago Bears,18.69,13.0,-0.06383020831308846,-0.5682819722491054
1991,Cincinnati Bengals,16.44,,-0.5500820975179956,
1991,Cleveland Browns,18.31,,-0.14595274960102889,
1991,Dallas Cowboys,21.38,11.5,0.5175109392252223,-0.7643539580739837
1991,Denver Broncos,19.0,16.5,0.003164496421809577,-0.1107806719910562
1991,Detroit Lions,21.19,24.0,0.4764496685812528,0.8695792571333348
1991,Green Bay Packers,17.06,,-0.41609268804819954,
1991,Indianapolis Colts,8.94,,-2.17092172820102,
1991,Kansas City Chiefs,20.12,12.0,0.2452098812704747,-0.6989966294656909
1991,Las Vegas Raiders,18.62,6.0,-0.07895804486613008,-1.4832845727652038
1991,Los Angeles Chargers,17.12,,-0.40312597100273484,
1991,Los Angeles Rams,14.62,,-0.9434058478970765,
1991,Miami Dolphins,21.44,,0.5304776562706869,
1991,Minnesota Vikings,18.81,,-0.03789677422216064,
1991,New England Patriots,13.19,,-1.2524459374806396,
1991,New Orleans Saints,21.31,20.0,0.5023831026721807,0.34672062826699296
1991,New York Giants,17.56,,-0.30803671266933125,
1991,New York Jets,19.62,10.0,0.13715390589160642,-0.9604259438988618
1991,Philadelphia Eagles,17.81,,-0.2540087249798971,
1991,Pittsburgh Steelers,18.25,,-0.1589194666464928,
1991,San Francisco 49ers,24.56,,1.2047469426348243,
1991,Seattle Seahawks,17.25,,-0.3750314174042293,
1991,Tampa Bay Buccaneers,12.44,,-1.414529900548942,
1991,Tennessee Titans,24.12,20.5,1.1096576843014208,0.4120779568752857
1991,Washington Commanders,30.31,34.0,2.447390659491809,2.1767258292991896
1992,Arizona Cardinals,15.19,,-0.8757608978371451,
1992,Atlanta Falcons,20.44,,0.42316808997498667,
1992,Buffalo Bills,23.81,27.75,1.2569567926277256,0.7212300651389634
1992,Chicago Bears,18.44,,-0.07166200062011095,
1992,Cincinnati Bengals,17.12,,-0.39824986041287547,
1992,Cleveland Browns,17.0,,-0.42793966584858156,
1992,Dallas Cowboys,25.56,38.67,1.689933121898436,1.5956748073281732
1992,Denver Broncos,16.38,,-0.581336993933062,
1992,Detroit Lions,17.06,,-0.41309476313072896,
1992,Green Bay Packers,17.25,,-0.36608590452419437,
1992,Indianapolis Colts,13.5,,-1.2938923243900025,
1992,Kansas City Chiefs,21.75,0.0,0.7472817993147753,-1.5009166011385613
1992,Las Vegas Raiders,15.56,,-0.7842173310770517,
1992,Los Angeles Chargers,20.94,8.5,0.546875612623761,-0.8202590637202204
1992,Los Angeles Rams,19.56,,0.2054428501131431,
1992,Miami Dolphins,21.25,20.5,0.6235742766660008,0.14066922439979024
1992,Minnesota Vikings,23.38,7.0,1.1505683231497796,-0.9403750997352217
1992,New England Patriots,12.81,,-1.464608705645311,
1992,New Orleans Saints,20.62,20.0,0.46770279812854537,0.10063054572812313
1992,New York Giants,19.12,,0.09658023018222217,
1992,New York Jets,13.75,,-1.2320385630656152,
1992,Philadelphia Eagles,22.12,23.0,0.8388253660748686,0.3408626177581258
1992,Pittsburgh Steelers,18.69,3.0,-0.00980823929572375,-1.2606845291085587
1992,San Francisco 49ers,26.94,20.0,2.031365884409054,0.10063054572812313
1992,Seattle Seahawks,8.75,,-2.4691137895533593,
1992,Tampa Bay Buccaneers,16.69,,-0.5046383298908214,
1992,Tennessee Titans,22.0,38.0,0.8091355606391625,1.5420229779081391
1992,Washington Commanders,18.75,18.5,0.005036663422128863,-0.019485490286878196
1993,Arizona Cardinals,20.38,,0.434741601357476,
1993,Atlanta Falcons,19.75,,0.2719211799573515,
1993,Buffalo Bills,20.56,24.0,0.48126172175751164,0.11400016051172694
1993,Chicago Bears,14.62,,-1.053902251443665,
1993,Cincinnati Bengals,11.69,,-1.811146433510912,
1993,Cleveland Browns,19.0,,0.07808734495720292,
1993,Dallas Cowboys,23.5,31.67,1.2410903549580945,1.1467338980608788
1993,Denver Broncos,23.31,24.0,1.1919857834247232,0.11400016051172694
1993,Detroit Lions,18.62,24.0,-0.020121798109538774,0.11400016051172694
1993,Green Bay Packers,21.25,22.5,0.6595888499576487,-0.08796862779645134
1993,Indianapolis Colts,11.81,,-1.780133019910888,
1993,Kansas City Chiefs,20.5,22.67,0.4657550149575001,-0.0650788317881909
1993,Las Vegas Raiders,19.12,32.5,0.10910075855722695,1.258489960924737
1993,Los Angeles Chargers,20.12,,0.3675458718907584,
1993,Los Angeles Rams,13.81,,-1.263242793243825,
1993,Miami Dolphins,21.81,,0.8043181134244259,
1993,Minnesota Vikings,17.31,10.0,-0.3586848965764656,-1.771041863697937
1993,New England Patriots,14.88,,-0.9867065219769464,
1993,New Orleans Saints,19.81,,0.2874278867573631,
1993,New York Giants,18.0,10.0,-0.18035776837632853,-1.771041863697937
1993,New York Jets,16.88,,-0.469816295309884,
1993,Philadelphia Eagles,18.31,,-0.1002397832429341,
1993,Pittsburgh Steelers,19.25,24.0,0.14269862329058577,0.11400016051172694
1993,San Francisco 49ers,29.56,32.5,2.807267741759295,1.258489960924737
1993,Seattle Seahawks,17.5,,-0.30958032504309424,
1993,Tampa Bay Buccaneers,14.81,,-1.0047976799102938,
1993,Tennessee Titans,23.0,20.0,1.1118677982913288,-0.42458327497674847
1993,Washington Commanders,14.38,,-1.1159290786437122,
1994,Arizona Cardinals,14.69,,-1.5122507204698177,
1994,Atlanta Falcons,19.81,,-0.12155046204045723,
1994,Buffalo Bills,21.25,,0.2695839856428008,
1994,Chicago Bears,16.94,25.0,-0.9011031459647271,0.41748737113833306
1994,Cincinnati Bengals,17.25,,-0.8169005912551373,
1994,Cleveland Browns,21.25,14.5,0.2695839856428008,-0.7221012069255741
1994,Dallas Cowboys,25.88,31.5,1.5271898834021638,1.1229469670826566
1994,Denver Broncos,21.69,,0.3890972891015743,
1994,Detroit Lions,22.31,12.0,0.557502398520754,-0.9934318207503139
1994,Green Bay Packers,23.88,12.5,0.9839475949531947,-0.939165697985366
1994,Indianapolis Colts,19.19,,-0.2899555714596369,
1994,Kansas City Chiefs,19.94,17.0,-0.08623971329127356,-0.4507705931008343
1994,Las Vegas Raiders,18.94,,-0.3578608575157581,
1994,Los Angeles Chargers,23.81,21.67,0.9649341148574808,0.05607499352377984
1994,Los Angeles Rams,17.88,,-0.6457792703937123,
1994,Miami Dolphins,24.31,24.0,1.100744686969723,0.30895512560843713
1994,Minnesota Vikings,22.25,18.0,0.5412051298672853,-0.34223834757093835
1994,New England Patriots,21.94,13.0,0.45700257515769543,-0.884899575220418
1994,New Orleans Saints,21.75,,0.405394557755043,
1994,New York Giants,17.44,,-0.7652925738524848,
1994,New York Jets,16.5,,-1.0206164494235006,
1994,Philadelphia Eagles,19.25,,-0.2736583028061682,
1994,Pittsburgh Steelers,19.75,21.0,-0.13784773069392597,-0.01664161098125061
1994,San Francisco 49ers,31.56,43.67,3.0699979825972354,2.44378439518149
1994,Seattle Seahawks,17.94,,-0.6294820017402426,
1994,Tampa Bay Buccaneers,15.69,,-1.2406295762453332,
1994,Tennessee Titans,14.12,,-1.667074772677774,
1994,Washington Commanders,20.0,,-0.06994244463780483,
1995,Arizona Cardinals,17.19,,-1.1834972122258287,
1995,Atlanta Falcons,22.62,20.0,0.3115915498648076,-0.535956731147425
1995,Buffalo Bills,21.88,29.0,0.10784096350254718,0.5261226626860042
1995,Carolina Panthers,18.06,,-0.9439526039350645,
1995,Chicago Bears,24.5,,0.829228174677035,
1995,Cincinnati Bengals,21.81,,0.0885672593871982,
1995,Cleveland Browns,18.06,,-0.9439526039350645,
1995,Dallas Cowboys,27.19,31.67,1.5698890899668718,0.8412062161899216
1995,Denver Broncos,24.25,,0.7603935171222175,
1995,Detroit Lions,27.25,37.0,1.5864094077800277,1.4701932349823856
1995,Green Bay Packers,25.25,30.33,1.0357321473414876,0.6830743953302774
1995,Indianapolis Colts,20.69,20.33,-0.21981200645838356,-0.49701382004019956
1995,Jacksonville Jaguars,17.19,,-1.1834972122258287,
1995,Kansas City Chiefs,22.38,7.0,0.24551027861218222,-2.070071411129045
1995,Las Vegas Raiders,21.75,,0.07204694157404234,
1995,Los Angeles Chargers,20.06,20.0,-0.39327534349652443,-0.535956731147425
1995,Los Angeles Rams,19.31,,-0.5997793161609769,
1995,Miami Dolphins,24.88,22.0,0.9338568541603574,-0.2999390880733297
1995,Minnesota Vikings,25.75,,1.1734014624511226,
1995,New England Patriots,18.38,,-0.8558442422648981,
1995,New Orleans Saints,19.94,,-0.4263159791228361,
1995,New York Giants,18.12,,-0.9274322861219076,
1995,New York Jets,14.56,,-1.9076378097025093,
1995,Philadelphia Eagles,19.88,34.5,-0.4428362969359929,1.1751711811397665
1995,Pittsburgh Steelers,25.44,25.67,1.0880464870831492,0.13315328696763554
1995,San Francisco 49ers,28.56,17.0,1.947103013367271,-0.8899831957585681
1995,Seattle Seahawks,22.69,,0.33086525398015654,
1995,Tampa Bay Buccaneers,14.88,,-1.8195294480323427,
1995,Tennessee Titans,21.75,,0.07204694157404234,
1995,Washington Commanders,20.38,,-0.30516698182635793,
1996,Arizona Cardinals,18.75,,-0.5053877242779423,
1996,Atlanta Falcons,19.31,,-0.33665732348562494,
1996,Baltimore Ravens,23.19,,0.8324033105754348,
1996,Buffalo Bills,19.94,27.0,-0.14683562259426666,0.7360388316290334
1996,Carolina Panthers,22.94,19.5,0.7570772387931501,-0.11138978352528402
1996,Chicago Bears,17.69,,-0.8247702686348293,
1996,Cincinnati Bengals,23.25,,0.8504815678031828,
1996,Dallas Cowboys,17.88,28.5,-0.7675224540802935,0.9055245546598969
1996,Denver Broncos,24.44,27.0,1.2090336694868584,0.7360388316290334
1996,Detroit Lions,18.88,,-0.4662181669511546,
1996,Green Bay Packers,28.5,33.33,2.4323290752311624,1.451268582819277
1996,Indianapolis Colts,19.81,14.0,-0.18600517992105547,-0.7328374346384501
1996,Jacksonville Jaguars,20.31,22.0,-0.035353036356486026,0.1710864215261551
1996,Kansas City Chiefs,18.56,,-0.5626355388324792,
1996,Las Vegas Raiders,21.25,,0.24787299354490497,
1996,Los Angeles Chargers,19.38,,-0.3155660233865851,
1996,Los Angeles Rams,18.94,,-0.44813990972340556,
1996,Miami Dolphins,21.19,,0.229794736317157,
1996,Minnesota Vikings,18.62,15.0,-0.5445572816047302,-0.6198469526178745
1996,New England Patriots,26.12,23.0,1.715224871863812,0.28407690354673076
1996,New Orleans Saints,14.31,,-1.8431787591313191,
1996,New York Giants,15.12,,-1.599122286556717,
1996,New York Jets,17.44,,-0.900096340417114,
1996,Philadelphia Eagles,22.69,0.0,0.6817511670108654,-2.3147041829265094
1996,Pittsburgh Steelers,21.5,22.5,0.32319906532718967,0.22758166253644294
1996,San Francisco 49ers,24.88,14.0,1.3416075558236789,-0.7328374346384501
1996,Seattle Seahawks,19.81,,-0.18600517992105547,
1996,Tampa Bay Buccaneers,13.81,,-1.9938309026958885,
1996,Tennessee Titans,21.56,,0.34127732255493765,
1996,Washington Commanders,22.75,,0.6998294242386134,
1997,Arizona Cardinals,17.69,,-0.940741978963554,
1997,Atlanta Falcons,20.0,,-0.22917879251764467,
1997,Baltimore Ravens,20.38,,-0.11212510816723559,
1997,Buffalo Bills,15.94,,-1.4798049989983346,
1997,Carolina Panthers,16.56,,-1.2888226719002984,
1997,Chicago Bears,16.44,,-1.3257869932741113,
1997,Cincinnati Bengals,22.19,,0.44542007255445193,
1997,Dallas Cowboys,19.0,,-0.5372148039660904,
1997,Denver Broncos,29.5,27.75,2.69716331624259,1.531347444249588
1997,Detroit Lions,23.69,10.0,0.9074740897271206,-0.8833475929517913
1997,Green Bay Packers,26.38,22.67,1.736090960523439,0.8402685265604048
1997,Indianapolis Colts,19.56,,-0.3647146375549612,
1997,Jacksonville Jaguars,24.62,17.0,1.193947580374175,0.06892650622621745
1997,Kansas City Chiefs,23.44,10.0,0.8304650868650092,-0.8833475929517913
1997,Las Vegas Raiders,20.25,,-0.15216978965553324,
1997,Los Angeles Chargers,16.62,,-1.270340511213391,
1997,Los Angeles Rams,18.69,,-0.6327059675151082,
1997,Miami Dolphins,21.19,3.0,0.13738406110600618,-1.8356216921298
1997,Minnesota Vikings,22.12,22.5,0.42385755175306067,0.8171418698660815
1997,New England Patriots,23.06,11.5,0.713411402514599,-0.6792888574136466
1997,New Orleans Saints,14.81,,-1.827885691935078,
1997,New York Giants,19.19,22.0,-0.47868796179088535,0.7491222913533666
1997,New York Jets,21.75,,0.3098842275171354,
